name,formatted_address,rating,delivery,dine_in,reservable,serves_beer,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,vicinity,wheelchair_accessible_entrance,Latitude,Longitude,Postal Code,Neighbourhood,District
Las Vermudas,"Carrer del Robí, 32, 08024 Barcelona, Spain",4.6,1,1,0,1,0,0,0,0,1,1,1216.0,"Carrer del Robí, 32, Barcelona",,41.4056176,2.1568702,08024,Gracia - Can Baro,Gracia
Shuangli Jin,"C/ de les Tres Torres, 16, 08017 Barcelona, Spain",,0,1,0,1,0,0,1,0,1,1,,"Carrer de les Tres Torres, 16, Barcelona",True,41.3950681,2.1320622,08017,Vallvidrera,Sarria - Sant Gervasi
Heymei,"Carrer de l'Alfambra, 14, 08034 Barcelona, Spain",3.7,1,1,1,1,0,1,1,1,1,1,139.0,"Carrer de l'Alfambra, 14, Barcelona",True,41.38662710000001,2.1128191,08034,Pedralbes,Les Corts
Pistacho Moodfood,"C/ de Còrsega, 557, 08025 Barcelona, Spain",5.0,1,1,0,1,0,0,0,1,0,1,22.0,"Carrer de Còrsega, 557, Barcelona",,41.4067176,2.1723686,08025,Camps d'en Grassot i Gracia Nova,Gracia
Uniko,"C/ de Còrsega, 206, 08036 Barcelona, Spain",4.5,1,1,1,1,0,0,1,0,1,1,736.0,"Carrer de Còrsega, 206, Barcelona",True,41.3912459,2.1526408,08036,Esquerra Eixample,Eixample
Bar Restaurante chino FU XING,"Gran Via de les Corts Catalanes, 1072, 1074, 08020 Barcelona, Spain",4.4,1,1,1,1,0,1,1,0,1,1,39.0,"Gran Via de les Corts Catalanes, 1072, 1074, Barcelona",True,41.4150602,2.2032932,08020,La Verneda - Sant Marti de Provençals,Sant Marti
"Vins, vermuts i teca Lorenz","C/ de Lepant, 08013 Barcelona, Spain",,0,1,0,1,0,1,1,0,1,0,,"Carrer de Lepant, Barcelona",True,41.4044372,2.1767127,08013,El Fort Pienc,Eixample
Bar Andalucía,"C/ d'Espronceda, 51, 08005 Barcelona, Spain",4.4,0,1,1,1,1,0,1,0,1,1,1033.0,"Carrer d'Espronceda, 51, Barcelona",True,41.4030304,2.207403900000001,08005,Poblenou,Sant Marti
Frankfurt El Cubà,"C/ de Sant Gervasi de Cassoles, 43, 08022 Barcelona, Spain",4.4,1,1,1,1,1,1,1,0,1,1,584.0,"Carrer de Sant Gervasi de Cassoles, 43, Barcelona",True,41.4048636,2.1381364,08022,Sarria - La Bonanova,Les Corts
PÖTSTOT - Gluten Free / Sin gluten,"C/ de València, 204, 08011 Barcelona, Spain",4.2,1,1,1,1,0,1,1,1,1,1,468.0,"Carrer de València, 204, Barcelona",True,41.38869330000001,2.158241400000001,08011,Esquerra Eixample,Eixample
Duard | Restaurant Bar,"C/ de Numància, 187, 08034 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,1,221.0,"Carrer de Numància, 187, Barcelona",True,41.391123,2.1308754,08034,Pedralbes,Les Corts
Restaurant Zed - Sagrada Família,"C/ de València, 399, 08013 Barcelona, Spain",4.7,0,1,1,1,0,1,1,1,1,1,1413.0,"Carrer de València, 399, Barcelona",True,41.401295,2.1745733,08013,El Fort Pienc,Eixample
Gurleen Barbacoa,"Carrer d'Olzinelles, 118 BIS, 08014 Barcelona, Spain",4.5,1,1,1,1,0,0,1,0,1,1,76.0,"Carrer d'Olzinelles, 118 BIS, Barcelona",True,41.3702659,2.1376293,08014,La Bordeta - Les Corts,Sants - Montjuic
La Terrasseta de Montbau,"C/ de Roig i Solé, 31, 08035 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,467.0,"Carrer de Roig i Solé, 31, Barcelona",True,41.432172,2.1413328,08035,Sant Genis dels Agudells,Horta - Guinardo
Vacor S A,"Paseo Mare De Deu Del Coll, 10, Passeig de la Mare de Déu del Coll, 10, 08023 Barcelona, Spain",5.0,0,1,0,1,0,0,1,0,1,0,4.0,"Paseo Mare De Deu Del Coll, 10, Passeig de la Mare de Déu del Coll, 10, Barcelona",,41.4142325,2.1448418,08023,El Coll,Gracia
CAN LIU,"Carrer de Blai, 42, 08004 Barcelona, Spain",3.5,0,1,1,1,0,1,1,0,1,1,58.0,"Carrer de Blai, 42, Barcelona",,41.3741091,2.1635681,08004,Poble Sec,Sants - Montjuic
Philosopheat,"C/ de Pau Claris, 188, 08037 Barcelona, Spain",4.7,1,1,0,0,0,0,1,1,0,1,121.0,"Carrer de Pau Claris, 188, Barcelona",,41.3964989,2.1625036,08037,Dreta Eixample,Eixample
8th Bowl Comida Fusión Internacional,"Carretera de la Bordeta, 54, 08014 Barcelona, Spain",4.8,1,1,0,1,0,1,0,0,1,1,200.0,"Carretera de la Bordeta, 54, Barcelona",,41.3735465,2.1451129,08014,La Bordeta - Les Corts,Sants - Montjuic
Mr.Tall,"C/ de València, 271, 08009 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de València, 271, Barcelona",,41.394472,2.165459900000001,08009,Dreta Eixample,Eixample
Berlin Kebab,"Carrer de la Marina, 155, 08013 Barcelona, Spain",4.2,1,1,0,1,0,1,1,0,0,1,200.0,"Carrer de la Marina, 155, Barcelona",True,41.3987347,2.1812019,08013,El Fort Pienc,Eixample
Babylonia,"Gran Via de les Corts Catalanes, 622, 08007 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,1,74.0,"Gran Via de les Corts Catalanes, 622, Barcelona",True,41.3880197,2.1668372,08007,Antiga Esquerra Eixample,Eixample
Casa Cloe - Restaurant Pastisseria Vegana,"Carrer de Guardiola i Feliu, 1, 08030 Barcelona, Spain",4.8,0,1,0,1,0,0,1,1,0,1,62.0,"Carrer de Guardiola i Feliu, 1, Barcelona",True,41.4388543,2.1889914,08030,San Andres Palomar,Sant Andreu
La malandrina poblesec,"Carrer de Blai, 56, 08004 Barcelona, Spain",4.3,1,1,0,0,0,0,0,0,0,0,119.0,"Carrer de Blai, 56, Barcelona",,41.3744023,2.162771900000001,08004,Poble Sec,Sants - Montjuic
Bodega Marieta,"C. de Badajoz, 36, 08005 Barcelona, Spain",4.7,0,1,1,1,0,1,1,1,1,0,52.0,"Calle de Badajoz, 36, Barcelona",True,41.39604780000001,2.1990392,08005,Poblenou,Sant Marti
Koki Cream,"Carrer d'En Bot, 4, 08002 Barcelona, Spain",4.1,0,1,0,1,1,0,1,0,0,1,118.0,"Carrer d'En Bot, 4, Barcelona",True,41.3838735,2.1723686,08002,Barri Gotic,Ciutat Vella
Bitacora tapas,"Plaça de la Unió, 24, 08005 Barcelona, Spain",4.3,0,1,1,1,1,1,1,0,1,1,2150.0,"Plaça de la Unió, 24, Barcelona",True,41.4009112,2.204873000000001,08005,Poblenou,Sant Marti
La Cuineta,"Carrer de Vilafranca, 6, 08024 Barcelona, Spain",2.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de Vilafranca, 6, Barcelona",,41.4069906,2.1569052,08024,Gracia - Can Baro,Gracia
El Club dels Aventurers,"Pl. del Tibidabo, 3, 08035 Barcelona, Spain",2.0,0,1,0,1,1,1,1,1,1,0,596.0,"Plaça del Tibidabo, 3, Barcelona",True,41.4214327,2.1187988,08035,Sant Genis dels Agudells,Horta - Guinardo
Coq D'or,"Rambla del Raval, 39, 08001 Barcelona, Spain",4.8,0,1,1,0,0,1,1,1,0,1,28.0,"Rambla del Raval, 39, Barcelona",,41.3783351,2.1702699,08001,El Raval,Ciutat Vella
Bona Miga,"Carrer del Torrent de l'Olla, 35, local 2, 08012 Barcelona, Spain",4.3,1,1,0,1,0,1,1,1,0,1,103.0,"Carrer del Torrent de l'Olla, 35, local 2, Barcelona",,41.3998564,2.1597945,08012,Vila de Gracia,Gracia
Chicken Kebab,"C/ de Bilbao, 24-32, 08005 Barcelona, Spain",,0,1,0,0,0,1,1,0,0,1,,"Carrer de Bilbao, 24-32, Barcelona",True,41.4026405,2.2044958,08005,Poblenou,Sant Marti
Frank4,"Gran Via de les Corts Catalanes, 373, 385, 08015 Barcelona, Spain",3.5,0,1,0,1,0,1,1,0,1,1,398.0,"Gran Via de les Corts Catalanes, 373, 385, Barcelona",True,41.3760375,2.1491295,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Restaurant Entrepans Express (Xauarma i Falafel)-HALAL,"C/ del Clot, 130, 08026 Barcelona, Spain",4.9,1,1,0,0,0,1,1,0,0,1,178.0,"Carrer del Clot, 130, Barcelona",,41.4101863,2.1893123,08026,Camp de l'arpa,Sant Marti
Restaurante Yiapineto,"C/ de la Ciutat de Granada, 22, 08005 Barcelona, Spain",2.0,0,1,1,1,0,1,1,0,1,0,1.0,"Carrer de la Ciutat de Granada, 22, Barcelona",True,41.39717239999999,2.1999236,08005,Poblenou,Sant Marti
BALMES 103,"C/ de Balmes, 103, 08008 Barcelona, Spain",5.0,0,1,1,1,0,1,1,1,1,1,1.0,"Carrer de Balmes, 103, Barcelona",True,41.3916843,2.1592859,08008,Antiga Esquerra Eixample,Eixample
Restaurante Jerusalén,"C. de Pujades, 51, 08005 Barcelona, Spain",4.0,1,1,0,1,0,1,1,1,0,1,95.0,"Carrer de Pujades, 51, Barcelona",True,41.3956263,2.1921819,08005,Poblenou,Sant Marti
El Pescadito Frito,"C. de Villarroel, 110, 08011 Barcelona, Spain",4.3,0,1,1,1,0,1,1,0,1,1,531.0,"Carrer de Villarroel, 110, Barcelona",,41.38562700000001,2.1565313,08011,Esquerra Eixample,Eixample
Arlecchino Cafe,"Rda. de Sant Pere, 16, 08010 Barcelona, Spain",3.4,0,1,0,0,0,0,0,0,0,0,5.0,"Ronda de Sant Pere, 16, Barcelona",,41.38848639999999,2.1719325,08010,Dreta Eixample,Eixample
Wapa Tapas e Restaurante,"Av. Diagonal, 203, 08018 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,1,851.0,"Avinguda Diagonal, 203, Barcelona",True,41.403869,2.1905515,08018,El Clot,Sant Marti
King Kong Bo Bun,"Carrer de Gombau, 4, 08003 Barcelona, Spain",4.5,1,1,1,1,0,1,1,1,1,1,203.0,"Carrer de Gombau, 4, Barcelona",True,41.3865925,2.1787641,08003,Barceloneta,Ciutat Vella
Bar Boria,"Carrer de la Bòria, 19, 08003 Barcelona, Spain",4.1,0,1,0,1,0,0,0,0,1,1,72.0,"Carrer de la Bòria, 19, Barcelona",,41.38463530000001,2.178846800000001,08003,Barceloneta,Ciutat Vella
Magnum Restaurant,"Interior Casino, Carrer de la Marina, 19, 08005 Barcelona, Spain",3.8,0,1,1,1,0,1,1,0,1,0,4.0,"Interior Casino, Carrer de la Marina, 19, Barcelona",True,41.3870483,2.1964703,08005,Poblenou,Sant Marti
La Cantinita de Blai,"Carrer de Blai, 30, 08004 Barcelona, Spain",4.1,0,1,0,1,0,1,1,0,1,1,78.0,"Carrer de Blai, 30, Barcelona",,41.3738158,2.1643383,08004,Poble Sec,Sants - Montjuic
Restaurant Kioto,"C. de la Indústria, 79, 08025 Barcelona, Spain",4.5,1,1,1,1,1,1,1,1,1,1,177.0,"Carrer de la Indústria, 79, Barcelona",True,41.4055984,2.1689027,08025,Camps d'en Grassot i Gracia Nova,Gracia
Càmping,"C/ de Carmen Amaya, 18, 08018 Barcelona, Spain",4.3,1,1,0,1,1,1,1,1,1,1,432.0,"Carrer de Carmen Amaya, 18, Barcelona",True,41.3951208,2.204002,08018,El Clot,Sant Marti
Fu Lin,"C/ de Sant Roc, 33, 08014 Barcelona, Spain",3.7,1,1,1,1,0,1,1,0,1,1,538.0,"Carrer de Sant Roc, 33, Barcelona",True,41.3748095,2.145242000000001,08014,La Bordeta - Les Corts,Sants - Montjuic
Sabor Persa (Is temporarily closed —Temporalmente está cerrado),"C/ de València, 210, 08011 Barcelona, Spain",4.3,1,1,1,1,0,1,1,1,1,1,373.0,"Carrer de València, 210, Barcelona",True,41.3891751,2.1588899,08011,Esquerra Eixample,Eixample
Frankfurt Joan,"C/ del Joncar, 3, 08005 Barcelona, Spain",4.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer del Joncar, 3, Barcelona",,41.4002134,2.2030125,08005,Poblenou,Sant Marti
Bar La Palmera,"C. de los Castillejos, 158, 08013 Barcelona, Spain",3.6,0,1,0,1,0,0,1,0,1,1,121.0,"Carrer de los Castillejos, 158, Barcelona",True,41.4009214,2.1862485,08013,El Fort Pienc,Eixample
Bombay Spicy,"C/ de Sant Pau, 16, 18, 08001 Barcelona, Spain",4.4,1,1,1,1,0,1,1,1,1,1,2106.0,"Carrer de Sant Pau, 16, 18, Barcelona",,41.380367,2.172913,08001,El Raval,Ciutat Vella
La Base by Farré,"Base Nautica Municipal, Platja de la Mar Bella, Av. del Litoral, S/N, 08005 Barcelona, Spain",3.9,0,1,1,1,1,1,1,0,1,1,1613.0,"Base Nautica Municipal, Platja de la Mar Bella, Avenida del Litoral, S/N, Barcelona",True,41.396728,2.210171,08005,Poblenou,Sant Marti
Ohla Barcelona,"Via Laietana, 49, 08003 Barcelona, Spain",4.5,0,0,0,0,0,0,0,0,0,0,1258.0,"Via Laietana, 49, Barcelona",True,41.3870228,2.174288499999999,08003,Barceloneta,Ciutat Vella
Aquí Quedamos,"Rambla del Brasil, 46, 08028 Barcelona, Spain",4.5,1,1,1,1,0,1,1,0,1,1,898.0,"Rambla del Brasil, 46, Barcelona",,41.37846520000001,2.1297253,08028,Les Corts,Les Corts
Vinti-1,"Carrer de Santaló, 11, 08021 Barcelona, Spain",5.0,0,1,0,0,0,0,1,0,0,0,48.0,"Carrer de Santaló, 11, Barcelona",,41.3948524,2.1465772,08021,Les Corts - Sarria,Les Corts
Al Bawadi Barcelona,"Via Laietana, 59, 08003 Barcelona, Spain",3.9,0,1,1,1,1,1,1,0,1,1,1037.0,"Via Laietana, 59, Barcelona",True,41.387679,2.173586,08003,Barceloneta,Ciutat Vella
"Restaurant La Tagliatella | Gran Via, Barcelona","Gran Via de les Corts Catalanes, 149, 08014 Barcelona, Spain",4.2,1,1,1,1,0,1,1,0,1,1,1922.0,"Gran Via de les Corts Catalanes, 149, Barcelona",True,41.36632,2.1369547,08014,La Bordeta - Les Corts,Sants - Montjuic
Bar Restaurante Luna,"C. Camèlies, 24, 08110 Barcelona, Spain",3.8,0,1,1,1,0,1,1,0,1,1,67.0,"Carrer Camèlies, 24, Barcelona",True,41.4630341,2.1686076,08110,,
"El Cubano ""MACHIN""","C/ de l'Agricultura, 284, 08020 Barcelona, Spain",4.5,0,1,1,1,1,1,1,0,1,1,551.0,"Carrer de l'Agricultura, 284, Barcelona",True,41.4198901,2.1991359,08020,La Verneda - Sant Marti de Provençals,Sant Marti
Enigma 23 🌸 Brunch,"Pg. de St. Joan, 103, 08037 Barcelona, Spain",4.7,1,1,1,1,1,0,1,1,0,1,293.0,"Passeig de Sant Joan, 103, Barcelona",True,41.3995435,2.1689539,08037,Dreta Eixample,Eixample
Restaurante Bofol,"Av. Diagonal, 488, 08006 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Avinguda Diagonal, 488, Barcelona",,41.3964029,2.1543207,08006,El Farro,Sarria - Sant Gervasi
MARKET RESTAURANT,"Av. Diagonal, 661 671, 08028 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Avinguda Diagonal, 661 671, Barcelona",,41.38302270000001,2.1095883,08028,Les Corts,Les Corts
Taberna del Bierzo,"C/ de Loreto, 24, 08029 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,1,597.0,"Carrer de Loreto, 24, Barcelona",,41.38980399999999,2.142183999999999,08029,Sarria,Sarria - Sant Gervasi
Aspic,"Av. de Pau Casals, 24, 08021 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,1,357.0,"Avinguda de Pau Casals, 24, Barcelona",,41.3943526,2.1423006,08021,Les Corts - Sarria,Les Corts
Las Tres Mentiras,"Carrer de Premià, 18, 08014 Barcelona, Spain",4.6,0,1,1,1,0,1,1,0,1,0,644.0,"Carrer de Premià, 18, Barcelona",True,41.3762338,2.1390921,08014,La Bordeta - Les Corts,Sants - Montjuic
Meet Ryan,"Carrer de Radas, 9, 08004 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Radas, 9, Barcelona",,41.3743147,2.161308200000001,08004,Poble Sec,Sants - Montjuic
Restaurant Hazme vegano (free gluten),"C/ de Varsòvia, 26, 08041 Barcelona, Spain",4.9,1,1,1,1,0,1,1,1,1,1,276.0,"Carrer de Varsòvia, 26, Barcelona",,41.423539,2.1761309,08041,El Guinardo,Horta - Guinardo
Trigo,"Pg. de Maragall, 158, 08027 Barcelona, Spain",3.9,0,1,0,1,1,0,0,0,1,1,234.0,"Passeig de Maragall, 158, Barcelona",True,41.4240733,2.1775886,08027,El Congres - Navas,Sant Andreu
SEOUL NADRI 서울나들이,"C/ de Roger de Llúria, 24, 08010 Barcelona, Spain",,0,1,0,1,0,1,1,0,1,1,,"Carrer de Roger de Llúria, 24, Barcelona",True,41.3909988,2.1720999,08010,Dreta Eixample,Eixample
Bar Restaurant 501,"C/ de Cantàbria, 8, 08020 Barcelona, Spain",2.8,0,1,0,1,0,0,1,0,1,0,5.0,"Carrer de Cantàbria, 8, Barcelona",True,41.4178108,2.2041961,08020,La Verneda - Sant Marti de Provençals,Sant Marti
Marhaba Restaurente i Shisha Bar,"C/ de Balmes, 62, 08007 Barcelona, Spain",4.0,0,1,1,0,0,1,1,0,0,1,213.0,"Carrer de Balmes, 62, Barcelona",True,41.3897618,2.1624481,08007,Antiga Esquerra Eixample,Eixample
Out of China,"C/ d'Aribau, 112, 08036 Barcelona, Spain",4.4,1,1,1,1,0,1,1,1,1,1,3062.0,"Carrer d'Aribau, 112, Barcelona",True,41.3905614,2.1566464,08036,Esquerra Eixample,Eixample
Hanai Vegana,"C/ dels Carders, 28, 08003 Barcelona, Spain",5.0,1,1,0,0,0,0,0,0,0,1,197.0,"Carrer dels Carders, 28, Barcelona",True,41.3867454,2.1803447,08003,Barceloneta,Ciutat Vella
Restaurant Cheriff,"C/ de Ginebra, 15, 08003 Barcelona, Spain",4.1,1,1,1,1,0,1,1,0,1,1,773.0,"Carrer de Ginebra, 15, Barcelona",True,41.3816877,2.1884798,08003,Barceloneta,Ciutat Vella
Ruar Street Food,"Av. del Paral·lel, 172 bis, 08015 Barcelona, Spain",4.3,1,1,1,1,0,1,1,0,1,1,897.0,"Avinguda del Paral·lel, 172 bis, Barcelona",True,41.375271,2.1556387,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Restaurant Gala,"C/ de Provença, 286, 08008 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,1,2509.0,"Carrer de Provença, 286, Barcelona",True,41.3941101,2.160968,08008,Antiga Esquerra Eixample,Eixample
McDonald's,"Centro Cívico Comercial La Maquinista, Pont del Potosí, 2, 08030 Barcelona, Spain",3.7,1,1,0,1,0,1,1,0,0,1,3604.0,"Centro Cívico Comercial La Maquinista, Pont del Potosí, 2, Barcelona",True,41.44276780000001,2.2002319,08030,San Andres Palomar,Sant Andreu
Restaurante La Flor,"Carrer del Doctor Pi i Molist, 25, 08031 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,493.0,"Carrer del Doctor Pi i Molist, 25, Barcelona",True,41.432144,2.173721599999999,08031,Horta,Horta - Guinardo
Font Les planes,"BV-1462, Carr. de Vallvidrera a Sant Cugat, Km. 6.5, 08017 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,3166.0,"BV-1462, Carretera de Vallvidrera a Sant Cugat, Km. 6.5, Barcelona",True,41.4283075,2.0882714,08017,Vallvidrera,Sarria - Sant Gervasi
Hotel Catalonia Park Güell,"Passeig de la Mare de Déu del Coll, 10, 08023 Barcelona, Spain",3.8,0,0,0,0,0,0,0,0,0,0,2056.0,"Passeig de la Mare de Déu del Coll, 10, Barcelona",True,41.4142325,2.1448418,08023,El Coll,Gracia
Frankfrut's Pi i molist,"Carrer del Doctor Pi i Molist, 95, 08031 Barcelona, Spain",5.0,0,1,0,0,0,1,1,0,0,1,4.0,"Carrer del Doctor Pi i Molist, 95, Barcelona",,41.4342239,2.1725451,08031,Horta,Horta - Guinardo
Restaurant La Boqueria,"C/ de la Boqueria, 17, 08002 Barcelona, Spain",4.2,1,1,1,1,1,1,1,0,1,1,3130.0,"Carrer de la Boqueria, 17, Barcelona",True,41.3814709,2.1739929,08002,Barri Gotic,Ciutat Vella
Telepizza Torras i Bages - Comida a Domicilio,"Passeig de Torras i Bages, 100, 08030 Barcelona, Spain",3.1,1,1,1,1,0,1,1,0,0,1,372.0,"Passeig de Torras i Bages, 100, Barcelona",True,41.4405303,2.1911503,08030,San Andres Palomar,Sant Andreu
Casa Paco,"Carrer de l'Allada-Vermell, 10, 08003 Barcelona, Spain",3.9,0,1,0,1,0,1,1,0,1,1,584.0,"Carrer de l'Allada-Vermell, 10, Barcelona",True,41.3867994,2.1808269,08003,Barceloneta,Ciutat Vella
La Chirigota Brazil food,"C/ de Mallorca, 272, 4, 08037 Barcelona, Spain",4.3,1,1,1,1,1,1,1,0,1,1,986.0,"Carrer de Mallorca, 272, 4, Barcelona",True,41.3953849,2.1647875,08037,Dreta Eixample,Eixample
Barra de cerveses i conserves,"Pg. de Gràcia, 24B, 08007 Barcelona, Spain",2.5,0,1,0,1,0,0,0,0,1,0,12.0,"Passeig de Gràcia, 24B, Barcelona",,41.3902013,2.1678567,08007,Antiga Esquerra Eixample,Eixample
Fray 83,"Carrer del Pou de l'Alzina, 71, 08030 Barcelona, Spain",4.2,0,1,1,1,1,0,1,0,1,1,258.0,"Carrer del Pou de l'Alzina, 71, Barcelona",True,41.4333885,2.2020291,08030,San Andres Palomar,Sant Andreu
Bylulifood,"C/ del Marquès de Campo Sagrado, 08015 Barcelona, Spain",5.0,1,1,1,0,0,0,1,0,0,1,4.0,"Carrer del Marquès de Campo Sagrado, Barcelona",True,41.376085,2.164325800000001,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Indian Restaurant Barcelona,"C/ de Sant Pau, 08001 Barcelona, Spain",,0,1,1,0,0,1,1,0,0,1,,"Carrer de Sant Pau, Barcelona",True,41.37525660000001,2.167819300000001,08001,El Raval,Ciutat Vella
Petit Grill,"Centre Comercial L'Illa Diagonal Zona Parque. Al Parc de L'Illa Diagonal Carrer de Déu i Mata, Parque de L'Illa, Av. Diagonal, 69-99, Local 2-b, 08029 Barcelona, Spain",4.2,0,1,1,1,1,1,1,1,1,1,220.0,"Parque de L'Illa, Centre Comercial L'Illa Diagonal Zona Parque. Al Parc de L'Illa Diagonal Carrer de Déu i Mata, Avenida Diagonal, 69-99, Local 2-b, Barcelona",True,41.3890664,2.1362396,08029,Sarria,Sarria - Sant Gervasi
Bravo D Mar,"Centro Comercial Diagonal Mar, Av. Diagonal, 3, 08019 Barcelona, Spain",4.2,1,1,1,1,0,1,1,0,1,1,529.0,"Centro Comercial Diagonal Mar, Avinguda Diagonal, 3, Barcelona",True,41.4096398,2.2173198,08019,El Besos - Sant Marti,Sant Marti
Los 3 Leños,"Carrer de la Font d'en Canyelles, 90, 08042 Barcelona, Spain",4.2,1,1,1,1,1,1,1,0,1,1,403.0,"Carrer de la Font d'en Canyelles, 90, Barcelona",True,41.4410591,2.1746144,08042,Canyelles - Roquetes,Nou Barris
11 Nudos Terraza Nordés Barcelona,"Gran Via de les Corts Catalanes, 373, 375, 08015 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,0,1875.0,"Gran Via de les Corts Catalanes, 373, 375, Barcelona",True,41.3765964,2.1492574,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
DIAS,"Carrer d'En Giralt el Pellicer, 8, 08003 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,1,,"Carrer d'En Giralt el Pellicer, 8, Barcelona",True,41.3862343,2.1794424,08003,Barceloneta,Ciutat Vella
BAr Alegria,"Pg. de la Zona Franca, 232, 08038 Barcelona, Spain",3.3,0,1,1,1,0,0,0,0,1,1,305.0,"Passeig de la Zona Franca, 232, Barcelona",True,41.3629191,2.1373406,08038,Montjuic,Sants - Montjuic
Sagradas Tapas,"Av. de Gaudí, 48, 08025 Barcelona, Spain",4.6,1,1,1,1,1,1,1,0,1,1,3406.0,"Avinguda de Gaudí, 48, Barcelona",True,41.4085159,2.1745107,08025,Camps d'en Grassot i Gracia Nova,Gracia
Junfeng Wang,"C/ de la Diputació, 111, 08015 Barcelona, Spain",,0,1,0,0,0,0,0,0,1,0,,"Carrer de la Diputació, 111, Barcelona",,41.3823056,2.1558258,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
La Cuina de Casa,"C/ de Provença, 177, 08036 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Provença, 177, Barcelona",,41.3906888,2.155921,08036,Esquerra Eixample,Eixample
Baby Jalebi,"Gran Via de les Corts Catalanes, 452, 08015 Barcelona, Spain",4.6,1,1,1,1,1,1,1,1,1,1,1000.0,"Gran Via de les Corts Catalanes, 452, Barcelona",True,41.37872819999999,2.1547482,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Arcadio'S,"Carrer de Ravella, 2, 08021 Barcelona, Spain",3.5,0,1,1,1,1,1,1,0,1,1,446.0,"Carrer de Ravella, 2, Barcelona",,41.400574,2.135856,08021,Les Corts - Sarria,Les Corts
El Rebost de Sant Antoni,"Carrer del Comte d'Urgell, 19, 08011 Barcelona, Spain",4.5,0,1,1,1,0,1,1,0,1,1,839.0,"Carrer del Comte d'Urgell, 19, Barcelona",True,41.3800079,2.1611272,08011,Esquerra Eixample,Eixample
EatMyTrip - Brunch & Bakery Barcelona,"C/ del Consell de Cent, 378, 08009 Barcelona, Spain",4.6,1,1,0,1,1,1,1,1,1,1,3270.0,"Carrer del Consell de Cent, 378, Barcelona",True,41.39517499999999,2.171434000000001,08009,Dreta Eixample,Eixample
"Plats Cuinats, Menjar per a emportar, Llegums Cuits i Fruits Secs Soriano - Menjar com a casa","Passeig Maragall, 34-36, Centre Comercial Maragall, Parada, 9, 08041 Barcelona, Spain",,0,0,0,0,0,0,0,0,0,0,,"Centre Comercial Maragall, Passeig Maragall, 34-36, Parada, 9, Barcelona",True,41.4151164,2.1808702,08041,El Guinardo,Horta - Guinardo
Can Pizza Poblenou,"Rambla del Poblenou, 127, 08018 Barcelona, Spain",4.4,1,1,1,1,0,1,1,0,1,1,1239.0,"Rambla del Poblenou, 127, Barcelona",True,41.4043368,2.1967392,08018,El Clot,Sant Marti
Pata pollo restaurantes,"Rda. de Sant Antoni, 51, 08011 Barcelona, Spain",4.4,1,1,1,1,1,1,1,0,1,1,596.0,"Ronda de Sant Antoni, 51, Barcelona",True,41.38328569999999,2.1634368,08011,Esquerra Eixample,Eixample
Restaurant Belbo Dos Besos,"Rambla de Catalunya, 15, 08007 Barcelona, Spain",4.2,1,1,1,1,1,1,1,0,1,1,2382.0,"Rambla de Catalunya, 15, Barcelona",True,41.3880781,2.1671709,08007,Antiga Esquerra Eixample,Eixample
Bar Bon Sabor,"C/ de Vèlia, 41, 08016 Barcelona, Spain",3.9,0,1,0,1,0,0,1,0,1,1,114.0,"Carrer de Vèlia, 41, Barcelona",True,41.42997309999999,2.180694,08016,Porta-La Prosperitat,Nou Barris
Tio Bigotes,"C/ de la Boqueria, 16, 08002 Barcelona, Spain",4.8,1,1,0,1,0,0,1,0,0,1,99.0,"Carrer de la Boqueria, 16, Barcelona",True,41.38149930000001,2.1743507,08002,Barri Gotic,Ciutat Vella
Barceburguer,"Travessera de Collblanc, 08905 Barcelona, Spain",,1,1,0,0,0,1,1,0,0,1,,"Travessera de Collblanc, Barcelona",True,41.3744196,2.1118617,08905,,
