name,formatted_address,rating,delivery,dine_in,reservable,serves_beer,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,vicinity,wheelchair_accessible_entrance,Latitude,Longitude,Postal Code,Neighbourhood,District
Casal,"Carrer de Pons i Gallarza, 62, 08030 Barcelona, Spain",1.0,0,1,0,1,0,0,1,0,1,0,1.0,"Carrer de Pons i Gallarza, 62, Barcelona",True,41.4355608,2.18617,08030,San Andres Palomar,Sant Andreu
La Font del Cuento,"Carrer de Florència, 11, 08041 Barcelona, Spain",3.9,1,1,1,1,1,1,1,0,1,1,106.0,"Carrer de Florència, 11, Barcelona",True,41.4186005,2.1709791,08041,El Guinardo,Horta - Guinardo
Restaurant Japonès Kaede,"Ronda del General Mitre, 199, 08023 Barcelona, Spain",4.3,1,1,1,1,0,1,1,0,1,1,170.0,"Ronda del General Mitre, 199, Barcelona",True,41.40532169999999,2.1424026,08023,El Coll,Gracia
Cafeteria Restaurante Picayo,"Av. de la Mare de Déu de Montserrat, 228, 08041 Barcelona, Spain",3.9,0,1,0,1,1,0,1,0,1,1,75.0,"Avinguda de la Mare de Déu de Montserrat, 228, Barcelona",,41.4217486,2.1745237,08041,El Guinardo,Horta - Guinardo
botànic,"C/ de Torrijos, 26, 08012 Barcelona, Spain",4.8,0,1,0,0,0,0,0,1,0,1,17.0,"Carrer de Torrijos, 26, Barcelona",,41.4032513,2.1590879,08012,Vila de Gracia,Gracia
Sushi Yoi,"Pg. de Maragall, 242, 08031 Barcelona, Spain",4.9,1,1,1,1,0,1,1,1,1,1,267.0,"Passeig de Maragall, 242, Barcelona",True,41.4265943,2.1726377,08031,Horta,Horta - Guinardo
Secrets del Mediterrani,"Pg. de St. Joan, 28, 08010 Barcelona, Spain",4.5,0,1,1,1,0,1,1,0,1,1,709.0,"Passeig de Sant Joan, 28, Barcelona",True,41.39304500000001,2.1784994,08010,Dreta Eixample,Eixample
Restaurant O Retorno 2,"C/ de Mallorca, 132, 08036 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,1,1859.0,"Carrer de Mallorca, 132, Barcelona",True,41.3869144,2.1535439,08036,Esquerra Eixample,Eixample
Carmen's Place,"C/ Nou de la Rambla, 35, 08001 Barcelona, Spain",,0,0,0,0,0,0,0,0,0,0,,"Carrer Nou de la Rambla, 35, Barcelona",,41.3777649,2.173146,08001,El Raval,Ciutat Vella
Royal king indian restaurante,"Carrer de Fluvià, 84, 08019 Barcelona, Spain",4.8,1,1,1,1,0,1,1,0,1,1,67.0,"Carrer de Fluvià, 84, Barcelona",True,41.40866419999999,2.204927699999999,08019,El Besos - Sant Marti,Sant Marti
PINÁK,"22@, 08004 Barcelona, Spain",,0,1,0,1,0,0,1,0,1,0,,"22@, Barcelona",True,41.3722574,2.1585314,08004,Poble Sec,Sants - Montjuic
La Granja 2 Bar Restaurant,"Carrer de Benavent, 16, 08028 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,120.0,"Carrer de Benavent, 16, Barcelona",,41.3782954,2.1251892,08028,Les Corts,Les Corts
L'Illa del Forum,"Rambla de Prim, 19, 08019 Barcelona, Spain",3.3,0,1,0,1,1,1,1,0,1,1,116.0,"Rambla de Prim, 19, Barcelona",True,41.4115332,2.2182291,08019,El Besos - Sant Marti,Sant Marti
5 Star Nutrition,"C/ de Provença, 539, local 6, 08025 Barcelona, Spain",4.5,1,0,0,0,0,0,0,0,0,0,32.0,"Carrer de Provença, 539, local 6, Barcelona",False,41.4086179,2.179698,08025,Camps d'en Grassot i Gracia Nova,Gracia
Taco Bell,"Som Multiespai, Avinguda de Rio de Janeiro, 42, C.C, 08016 Barcelona, Spain",3.2,1,1,0,0,0,1,1,0,0,1,146.0,"Som Multiespai, Avinguda de Rio de Janeiro, 42, C.C, Barcelona",True,41.43551679999999,2.1804887,08016,Porta-La Prosperitat,Nou Barris
Bosco,"C. de Pujades, 15, 08018 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Pujades, 15, Barcelona",,41.3928006,2.1883344,08018,El Clot,Sant Marti
Kapadokya,"Carrer de la Fusteria, 6, 08002 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,1,774.0,"Carrer de la Fusteria, 6, Barcelona",,41.3812618,2.1809348,08002,Barri Gotic,Ciutat Vella
Suarna Restaurant,"C/ de Llança, 1, 08015 Barcelona, Spain",3.8,1,1,1,1,1,1,1,0,1,1,1961.0,"Carrer de Llança, 1, Barcelona",True,41.37538199999999,2.1515342,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Hotel Best Auto Hogar,"Av. del Paral·lel, 64, 08001 Barcelona, Spain",3.8,0,0,0,0,0,0,0,0,0,0,1501.0,"Avinguda del Paral·lel, 64, Barcelona",True,41.3752054,2.1691949,08001,El Raval,Ciutat Vella
Antic Cafè Espanyol,"Av. del Paral·lel, 64, 08001 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,2382.0,"Avinguda del Paral·lel, 64, Barcelona",True,41.3751483,2.1693861,08001,El Raval,Ciutat Vella
Kazmi Döner,"Carrer d'En Tissó, 9, 08016 Barcelona, Spain",3.7,0,1,0,0,0,0,1,0,0,1,23.0,"Carrer d'En Tissó, 9, Barcelona",True,41.4427568,2.184498,08016,Porta-La Prosperitat,Nou Barris
Toto Sylt Gran Via,"Gran Via de les Corts Catalanes, 622, 08007 Barcelona, Spain",3.8,0,1,1,1,1,1,1,0,0,1,892.0,"Gran Via de les Corts Catalanes, 622, Barcelona",,41.38799700000001,2.166794,08007,Antiga Esquerra Eixample,Eixample
Woki 304,"Pg. de Fabra i Puig, 304, 08031 Barcelona, Spain",4.0,0,1,1,1,0,1,1,0,1,1,417.0,"Passeig de Fabra i Puig, 304, Barcelona",,41.4305163,2.170681800000001,08031,Horta,Horta - Guinardo
La Turca kebab,"C/ de Balmes, 66, 08007 Barcelona, Spain",3.3,1,1,0,1,0,1,1,0,0,1,170.0,"Carrer de Balmes, 66, Barcelona",,41.39018000000001,2.1617581,08007,Antiga Esquerra Eixample,Eixample
DeligoPizza,"Av. Diagonal, 617, 08028 Barcelona, Spain",4.1,0,1,0,0,0,1,1,0,0,1,10.0,"Avinguda Diagonal, 617, Barcelona",True,41.3873087,2.1276097,08028,Les Corts,Les Corts
チャペス,"Pg. de Gràcia, 8, 10, 08007 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Passeig de Gràcia, 8, 10, Barcelona",,41.389093,2.1693375,08007,Antiga Esquerra Eixample,Eixample
La Barmutería,"Rda. de Sant Pau, 37, 08015 Barcelona, Spain",4.9,0,1,1,1,0,1,1,0,1,0,34.0,"Ronda de Sant Pau, 37, Barcelona",True,41.3765278,2.1655742,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Stuzzichini TAPAS & COPAS,"C. de Pérez Galdós, 31, 08012 Barcelona, Spain",4.1,0,1,1,1,0,1,1,0,1,1,503.0,"Carrer de Pérez Galdós, 31, Barcelona",,41.40601729999999,2.1513893,08012,Vila de Gracia,Gracia
Cal Enric,"Carrer de Francesc Tàrrega, 29, 08027 Barcelona, Spain",4.4,0,1,0,0,0,0,0,0,0,1,197.0,"Carrer de Francesc Tàrrega, 29, Barcelona",True,41.423583,2.1803753,08027,El Congres - Navas,Sant Andreu
Restaurant Citygarden,"Pg. de Colom, 22, 08002 Barcelona, Spain",4.5,0,1,0,1,0,1,1,0,1,1,2.0,"Passeig de Colom, 22, Barcelona",,41.37769290000001,2.1789619,08002,Barri Gotic,Ciutat Vella
La Focaccia,"Carrer de Castellnou, 44, 08017 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,1,375.0,"Carrer de Castellnou, 44, Barcelona",True,41.3962799,2.129052699999999,08017,Vallvidrera,Sarria - Sant Gervasi
TIBERI BAR,"Carrer de Vila i Vilà, 67, 08004 Barcelona, Spain",4.8,0,1,0,1,0,1,1,0,1,0,37.0,"Carrer de Vila i Vilà, 67, Barcelona",,41.3738781,2.1695692,08004,Poble Sec,Sants - Montjuic
Lomo's BAR,"Comandante benitez, Carrer del Comandant Benítez, 22, 08028 Barcelona, Spain",4.8,1,1,0,0,0,1,0,0,1,1,221.0,"Comandante benitez, Carrer del Comandant Benítez, 22, Barcelona",,41.3802801,2.1263846,08028,Les Corts,Les Corts
LA COMTAL,"C/ de l'Ajuntament, 9, 08030 Barcelona, Spain",4.3,1,1,1,1,0,0,1,1,0,1,80.0,"Carrer de l'Ajuntament, 9, Barcelona",True,41.4356334,2.1904622,08030,San Andres Palomar,Sant Andreu
ART I GASTRONOMIA,"C/ Gran de Gràcia, 1, 08012 Barcelona, Spain",5.0,0,0,0,0,0,0,0,0,0,1,1.0,"Carrer Gran de Gràcia, 1, Barcelona",True,41.39770609999999,2.15725,08012,Vila de Gracia,Gracia
Urban Aventures S L,"C/ de Còrsega, 301, 08008 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Còrsega, 301, Barcelona",,41.3949469,2.1569385,08008,Antiga Esquerra Eixample,Eixample
LA MARINA RESTAURANT,"Carrer de la Maladeta, 73, 08016 Barcelona, Spain",,0,1,0,1,0,1,1,0,1,0,,"Carrer de la Maladeta, 73, Barcelona",True,41.4333941,2.1743238,08016,Porta-La Prosperitat,Nou Barris
Can Masdeu,"Camí Sant Llàtzer, 12, 08035 Barcelona, Spain",4.4,0,0,0,0,0,0,0,0,0,0,490.0,"Camí Sant Llàtzer, 12, Barcelona",True,41.44578229999999,2.157256899999999,08035,Sant Genis dels Agudells,Horta - Guinardo
O'Toxo 3 Brothers,"C/ del Carme, 59, 08001 Barcelona, Spain",4.3,1,1,1,1,1,1,1,0,1,1,2257.0,"Carrer del Carme, 59, Barcelona",,41.3810505,2.168216799999999,08001,El Raval,Ciutat Vella
The Plant Based Market - La Boqueria - by Vegacelona - Tienda vegana - Vegan Shop,"C/ del Pintor Fortuny, 24, 08001 Barcelona, Spain",4.9,1,1,0,0,0,0,0,0,0,1,15.0,"Carrer del Pintor Fortuny, 24, Barcelona",True,41.3826734,2.1692212,08001,El Raval,Ciutat Vella
Bovínum,"Av. Diagonal, 557, 08029 Barcelona, Spain",3.5,1,1,1,1,0,1,1,0,1,1,229.0,"Avinguda Diagonal, 557, Barcelona",True,41.3894473,2.1350969,08029,Sarria,Sarria - Sant Gervasi
Rostisseria Pio Pio,"C/ de Ramon Turró, 336, 08019 Barcelona, Spain",4.4,0,1,0,0,0,0,1,0,0,1,73.0,"Carrer de Ramon Turró, 336, Barcelona",False,41.4061409,2.2114382,08019,El Besos - Sant Marti,Sant Marti
Restaurante Sushimore,"Gran Via de les Corts Catalanes, 373, 08015 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Gran Via de les Corts Catalanes, 373, Barcelona",,41.3762956,2.1493551,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Piccolo Bar Restaurant,"C. de la Indústria, 77, 08025 Barcelona, Spain",4.1,1,1,1,1,0,1,1,0,1,1,122.0,"Carrer de la Indústria, 77, Barcelona",,41.40551079999999,2.1687728,08025,Camps d'en Grassot i Gracia Nova,Gracia
La Xarxa Barcelona,"Plaça de Molina, 2, 08006 Barcelona, Spain",4.5,0,1,1,1,0,1,1,0,1,1,539.0,"Plaça de Molina, 2, Barcelona",True,41.4006883,2.1471445,08006,El Farro,Sarria - Sant Gervasi
Restaurant Vegetarià Hindú Govinda,"Pl. de la Vila de Madrid, 4, 08002 Barcelona, Spain",4.4,1,1,1,0,0,1,1,1,0,1,952.0,"Plaça de la Vila de Madrid, 4, Barcelona",True,41.38421699999999,2.172575,08002,Barri Gotic,Ciutat Vella
Taberna Gallega,"C/ de Wellington, 5, 08018 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,1,267.0,"Carrer de Wellington, 5, Barcelona",True,41.3917459,2.1863061,08018,El Clot,Sant Marti
Parking Villarroel Restaurante retorniño,"C. de Villarroel, 181, 08036 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Villarroel, 181, Barcelona",,41.3887166,2.151911699999999,08036,Esquerra Eixample,Eixample
Bondi Costumbres Argentinas,"C/ de Provença, 320, 08037 Barcelona, Spain",4.7,1,1,0,1,0,1,1,0,1,1,72.0,"Carrer de Provença, 320, Barcelona",True,41.3965076,2.1640421,08037,Dreta Eixample,Eixample
Galp,"Carrer de Bac de Roda, 66, 08019 Barcelona, Spain",3.9,0,0,0,0,0,0,0,0,0,0,368.0,"Carrer de Bac de Roda, 66, Barcelona",True,41.4063,2.20625,08019,El Besos - Sant Marti,Sant Marti
Bella Napoli di Raffaele,"Carrer de Margarit, 14, 08004 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,1,2905.0,"Carrer de Margarit, 14, Barcelona",True,41.3742425,2.1636932,08004,Poble Sec,Sants - Montjuic
Carlos Restaurante Andreu Jiménez,"1º1, Carrer d'Avinyó, 39, 08002 Barcelona, Spain",,0,1,0,1,0,0,1,0,1,1,,"1º1, Carrer d'Avinyó, 39, Barcelona",,41.38024110000001,2.179351,08002,Barri Gotic,Ciutat Vella
Guingueta BeGay,"Av. del Litoral, s/n, 08005 Barcelona, Spain",3.3,0,1,0,1,0,0,0,0,1,1,486.0,"Avinguda del Litoral, s/n, Barcelona",True,41.39833720000001,2.2117036,08005,Poblenou,Sant Marti
Belliny Brunch,"Gran Via de les Corts Catalanes, 555, 08011 Barcelona, Spain",4.5,1,1,1,1,1,1,1,1,1,1,1247.0,"Gran Via de les Corts Catalanes, 555, Barcelona",True,41.3839601,2.1603895,08011,Esquerra Eixample,Eixample
Ave Fénix,"C/ de Nicaragua, 1, 08029 Barcelona, Spain",4.2,0,1,0,1,1,0,1,0,1,1,57.0,"Carrer de Nicaragua, 1, Barcelona",True,41.3812366,2.1440557,08029,Sarria,Sarria - Sant Gervasi
Marocain sandwich,"Rambla del Raval, 24, 08001 Barcelona, Spain",5.0,0,1,0,0,0,0,0,0,0,0,1.0,"Rambla del Raval, 24, Barcelona",,41.37793120000001,2.1697691,08001,El Raval,Ciutat Vella
Alkimia,"Rda. de Sant Antoni, 41, 08011 Barcelona, Spain",4.5,0,1,1,1,0,1,1,0,1,0,527.0,"Ronda de Sant Antoni, 41, Barcelona",True,41.38266550000001,2.1633589,08011,Esquerra Eixample,Eixample
Mian Dao 拉面馆,"C/ de Bolívia, 15-17, 08018 Barcelona, Spain",4.8,0,1,0,1,0,1,1,0,1,1,189.0,"Carrer de Bolívia, 15-17, Barcelona",,41.40129040000001,2.1887434,08018,El Clot,Sant Marti
Collonut,"C/ Gran de Sant Andreu, 180, 08030 Barcelona, Spain",4.4,0,1,0,1,0,1,1,0,1,1,1045.0,"Carrer Gran de Sant Andreu, 180, Barcelona",True,41.4328513,2.1894263,08030,San Andres Palomar,Sant Andreu
Café Lennon,"Carrer de Puigmartí, 35, 08012 Barcelona, Spain",3.7,0,1,0,1,0,0,0,0,1,1,671.0,"Carrer de Puigmartí, 35, Barcelona",,41.40284,2.16111,08012,Vila de Gracia,Gracia
Starbucks,"Pl. de Sant Jaume, 3, 08002 Barcelona, Spain",4.3,1,1,0,0,1,1,1,0,0,1,214.0,"Plaça de Sant Jaume, 3, Barcelona",True,41.3825313,2.1766244,08002,Barri Gotic,Ciutat Vella
Celler Duran,"Carrer d'Esteràs, 18, 08028 Barcelona, Spain",4.6,0,0,0,0,0,0,0,0,0,0,42.0,"Carrer d'Esteràs, 18, Barcelona",,41.3713363,2.1299837,08028,Les Corts,Les Corts
Iq Smart Fresh Food,"Av. de Joan XXIII, 0, 08001 Barcelona, Spain",4.5,0,1,0,0,0,0,1,0,0,1,13.0,"Avinguda de Joan XXIII, 0, Barcelona",True,41.3812836,2.1201183,08001,El Raval,Ciutat Vella
Neko Sushi Pujades Take-away & Delivery,"C. de Pujades, 121, 08005 Barcelona, Spain",4.6,1,0,0,1,0,1,1,1,0,1,286.0,"Carrer de Pujades, 121, Barcelona",True,41.399333,2.197418,08005,Poblenou,Sant Marti
La Fusta de Sants,"08014 Barcelona, Spain",3.7,0,1,0,1,0,0,1,0,1,1,75.0,Spain,True,41.376264,2.1367689,08014,La Bordeta - Les Corts,Sants - Montjuic
Restaurant Frankfurt OK,"C. de Johann Sebastian Bach, 30, 08021 Barcelona, Spain",4.7,0,1,0,1,0,0,1,0,1,1,275.0,"Carrer de Johann Sebastian Bach, 30, Barcelona",,41.39690949999999,2.1406888,08021,Les Corts - Sarria,Les Corts
Restaurant Garbí,"Gran Via de les Corts Catalanes, 470, 08015 Barcelona, Spain",3.8,0,1,0,0,0,0,0,0,0,1,512.0,"Gran Via de les Corts Catalanes, 470, Barcelona",True,41.3795435,2.155586,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Manioca - Ciutadella,"C/ de Sardenya, 56, 08005 Barcelona, Spain",4.6,1,1,0,1,1,1,1,0,1,1,1628.0,"Carrer de Sardenya, 56, Barcelona",True,41.3910326,2.1898701,08005,Poblenou,Sant Marti
Che Chipá,"Carrer de Puigmartí, 29, local derecha, 08012 Barcelona, Spain",4.8,1,0,0,0,0,0,0,0,0,1,63.0,"Carrer de Puigmartí, 29, local derecha, Barcelona",True,41.4025982,2.1605462,08012,Vila de Gracia,Gracia
HANNA SUSHI,"C/ de València, 576, 08026 Barcelona, Spain",4.3,1,1,0,1,0,1,1,0,0,1,46.0,"Carrer de València, 576, Barcelona",,41.4080239,2.1839131,08026,Camp de l'arpa,Sant Marti
Bar Frankfurt Cafetería Tapes d'Or,"59, Carrer de la Riera Blanca, 57, 08028 Barcelona, Spain",3.8,0,1,0,1,0,1,1,0,1,1,109.0,"59, Carrer de la Riera Blanca, 57",,41.3735352,2.1244732,08028,Les Corts,Les Corts
japonesa,"C. de la Indústria, 279 Centre Comercial Maragall, local 16, 08041 Barcelona, Spain",5.0,0,1,0,0,0,0,1,0,0,1,30.0,"C. de la Indústria, 279 Centre Comercial Maragall, local 16, Barcelona",True,41.41506309999999,2.1811408,08041,El Guinardo,Horta - Guinardo
Del Poble Pizzeria Eixample,"C/ de París, 180, 08036 Barcelona, Spain",4.2,1,1,0,1,0,1,1,1,0,1,81.0,"Carrer de París, 180, Barcelona",True,41.3930888,2.1527816,08036,Esquerra Eixample,Eixample
Sagardi BCN Centre,"C/ de Muntaner, 70, 08011 Barcelona, Spain",4.1,0,1,1,1,0,1,1,0,1,0,1572.0,"Carrer de Muntaner, 70, Barcelona",True,41.38718799999999,2.158852,08011,Esquerra Eixample,Eixample
Àpat's restaurant,"C/ de Llobet, 5, 7, 08014 Barcelona, Spain",4.0,0,1,1,1,1,1,1,0,1,1,478.0,"Carrer de Llobet, 5, 7, Barcelona",True,41.37578339999999,2.1419343,08014,La Bordeta - Les Corts,Sants - Montjuic
ShawarMax,"Plaça de Molina, 6, 08006 Barcelona, Spain",3.9,1,1,1,1,1,1,1,1,0,1,186.0,"Plaça de Molina, 6, Barcelona",True,41.4009159,2.1474682,08006,El Farro,Sarria - Sant Gervasi
la Cuina de la Carme,"Carrer de la Muntanya, 47, 08026 Barcelona, Spain",4.0,0,0,0,0,0,0,0,0,0,0,2.0,"Carrer de la Muntanya, 47, Barcelona",,41.41163460000001,2.1854258,08026,Camp de l'arpa,Sant Marti
Farola Cocktail Bar Barcelona,"C/ del Rec, 67, 08003 Barcelona, Spain",4.4,0,1,0,1,0,0,0,0,1,0,881.0,"Carrer del Rec, 67, Barcelona",False,41.3847165,2.1834789,08003,Barceloneta,Ciutat Vella
Velada - Vegan Tapas and Cocktails,"C/ de Ferran, 25, 08002 Barcelona, Spain",4.7,1,1,1,1,0,1,1,1,1,1,365.0,"Carrer de Ferran, 25, Barcelona",True,41.38128909999999,2.1752575,08002,Barri Gotic,Ciutat Vella
La Cava Universal,"Plaça Portal de la Pau, 4, 08002 Barcelona, Spain",3.9,0,1,1,1,1,1,1,0,1,1,762.0,"Plaça Portal de la Pau, 4, Barcelona",True,41.3768056,2.1774944,08002,Barri Gotic,Ciutat Vella
La Penela Barcelona. Taverna Gallega,"C/ de Pau Claris, 97, 08009 Barcelona, Spain",4.4,1,1,1,1,0,1,1,0,1,1,969.0,"Carrer de Pau Claris, 97, Barcelona",True,41.3909935,2.169124899999999,08009,Dreta Eixample,Eixample
Chinese Garden | Restaurant Xinès,"C/ d'Aragó, 287, 08009 Barcelona, Spain",4.5,1,1,1,1,0,1,1,0,1,1,720.0,"Carrer d'Aragó, 287, Barcelona",True,41.393842,2.1665739,08009,Dreta Eixample,Eixample
Resto anniversaire,"Rda. de Sant Pere, 7, 08010 Barcelona, Spain",,0,0,0,0,0,0,0,0,0,0,,"Ronda de Sant Pere, 7, Barcelona",,41.3885729,2.1710826,08010,Dreta Eixample,Eixample
Casa Pepe,"C/ de la Diputació, 273, 08007 Barcelona, Spain",5.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de la Diputació, 273, Barcelona",,41.3911101,2.1675724,08007,Antiga Esquerra Eixample,Eixample
Cumpanamá,"C/ de Bailèn, 127, 08009 Barcelona, Spain",4.8,1,1,1,1,0,1,1,0,1,1,737.0,"Carrer de Bailèn, 127, Barcelona",True,41.398117,2.1688704,08009,Dreta Eixample,Eixample
Catering Chef,"C/ d'Aragó, 187, 08011 Barcelona, Spain",5.0,0,1,0,1,0,0,1,0,1,1,14.0,"Carrer d'Aragó, 187, Barcelona",True,41.3876551,2.1586163,08011,Esquerra Eixample,Eixample
ÉPICO GRILL,"C. de Viladomat, 107, 08015 Barcelona, Spain",4.5,1,1,1,1,0,1,1,0,0,1,278.0,"Carrer de Viladomat, 107, Barcelona",True,41.3797798,2.1569559,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Posidònia,"Carrer de Bruniquer, 51, 08024 Barcelona, Spain",4.9,0,1,1,1,0,1,1,0,1,0,111.0,"Carrer de Bruniquer, 51, Barcelona",True,41.4056266,2.161736,08024,Gracia - Can Baro,Gracia
Ametller Origen,"C/ de Balmes, 311, 08006 Barcelona, Spain",3.8,1,0,0,0,0,0,0,0,0,1,74.0,"Carrer de Balmes, 311, Barcelona",True,41.4025242,2.144918000000001,08006,El Farro,Sarria - Sant Gervasi
Escofet Oliver - Craywinckel,"C/ de Craywinckel, 17, 08022 Barcelona, Spain",3.7,1,0,0,0,0,0,0,0,0,0,26.0,"Carrer de Craywinckel, 17, Barcelona",True,41.41177190000001,2.1391299,08022,Sarria - La Bonanova,Les Corts
Pizzeria Segle XX,"Carrer del Segle XX, 9, 08041 Barcelona, Spain",3.8,1,1,1,1,0,1,1,0,1,1,164.0,"Carrer del Segle XX, 9, Barcelona",True,41.42241079999999,2.178144199999999,08041,El Guinardo,Horta - Guinardo
La Taverna de Barcelona,"Ronda de la Univ., 37, 08007 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,4606.0,"Ronda de la Universitat, 37, Barcelona",True,41.3873334,2.1679233,08007,Antiga Esquerra Eixample,Eixample
Montalban Restaurant,"Carrer de Margarit, 31, 08004 Barcelona, Spain",4.5,0,1,1,1,0,1,1,0,1,1,392.0,"Carrer de Margarit, 31, Barcelona",False,41.37317549999999,2.163514,08004,Poble Sec,Sants - Montjuic
Food O'clock coffee & brunch 食光记,"C/ de Lepant, 358, 08025 Barcelona, Spain",4.8,1,1,1,1,1,0,1,0,0,1,129.0,"Carrer de Lepant, 358, Barcelona",True,41.4083887,2.1716574,08025,Camps d'en Grassot i Gracia Nova,Gracia
WRAP & ROLL,"C/ d'Aribau, 92, 08036 Barcelona, Spain",4.8,1,1,0,1,0,1,1,0,1,1,6.0,"Carrer d'Aribau, 92, Barcelona",True,41.3898631,2.1577026,08036,Esquerra Eixample,Eixample
Victoria,"Carrer del Doctor Pi i Molist, 107, 08031 Barcelona, Spain",4.5,0,1,0,1,0,0,0,0,1,1,2.0,"Carrer del Doctor Pi i Molist, 107, Barcelona",,41.4345934,2.1721573,08031,Horta,Horta - Guinardo
Macchina Pasta Bar,"Carrer dels Escudellers, 47, 08002 Barcelona, Spain",4.6,1,1,0,1,0,1,1,1,1,1,2246.0,"Carrer dels Escudellers, 47, Barcelona",True,41.38012059999999,2.1768047,08002,Barri Gotic,Ciutat Vella
Bar Restaurante Antillas,"Plaça de l'Assemblea de Catalunya, 9, 08027 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,1,104.0,"Plaça de l'Assemblea de Catalunya, 9, Barcelona",,41.42540649999999,2.187996899999999,08027,El Congres - Navas,Sant Andreu
Domino's Pizza,"Av. de Madrid, 118, 08028 Barcelona, Spain",3.6,1,1,0,0,0,0,0,0,0,1,847.0,"Avinguda de Madrid, 118, Barcelona",True,41.378939,2.1286302,08028,Les Corts,Les Corts
Taberna del Bon Menjar,"Pg. de Fabra i Puig, 385, 08031 Barcelona, Spain",3.9,0,1,1,1,0,1,1,0,1,1,52.0,"Passeig de Fabra i Puig, 385, Barcelona",True,41.433423,2.1630953,08031,Horta,Horta - Guinardo
Luna de Istanbul: Turkish halal food,"C/ de Pepe Rubianes, 31, 08003 Barcelona, Spain",3.8,0,1,0,1,0,1,1,0,1,1,131.0,"Carrer de Pepe Rubianes, 31, Barcelona",,41.3787818,2.1910703,08003,Barceloneta,Ciutat Vella
Bar La Plaza,"Carrer de la Marina de Sants, 178, 08038 Barcelona, Spain",3.7,0,1,0,1,0,1,1,0,1,1,52.0,"Carrer de la Marina de Sants, 178, Barcelona",True,41.36023769999999,2.1393307,08038,Montjuic,Sants - Montjuic
La Tapeta Del Coll,"Carrer de Castellterçol, 38, 08023 Barcelona, Spain",4.0,0,1,1,1,0,0,1,0,1,1,540.0,"Carrer de Castellterçol, 38, Barcelona",True,41.41792600000001,2.146739999999999,08023,El Coll,Gracia
GRACIA PIZZERIA,"Passatge de Nogués, 08025 Barcelona, Spain",5.0,0,1,0,1,0,1,0,0,1,1,1.0,"Passatge de Nogués, Barcelona",True,41.4073161,2.1671617,08025,Camps d'en Grassot i Gracia Nova,Gracia
Frankfurt's Original,"Av. Diagonal, 3, 08019 Barcelona, Spain",3.5,1,1,0,1,0,1,1,0,1,1,192.0,"Avinguda Diagonal, 3, Barcelona",True,41.40995840000001,2.2155472,08019,El Besos - Sant Marti,Sant Marti
Como En casa,"Carrer de Pere Terré i Domènech, 08027 Barcelona, Spain",4.5,0,1,0,0,0,0,0,0,0,0,11.0,"Carrer de Pere Terré i Domènech, Barcelona",,41.42586029999999,2.1919229,08027,El Congres - Navas,Sant Andreu
xurros:$,"Carrer de la Marina, 107, 08018 Barcelona, Spain",3.4,0,1,0,1,0,0,0,0,0,1,7.0,"Carrer de la Marina, 107, Barcelona",True,41.3953596,2.186361100000001,08018,El Clot,Sant Marti
Lady Dumpling,"C/ de Roger de Flor, 57-59, 08013 Barcelona, Spain",4.4,1,1,0,1,0,1,1,0,1,1,536.0,"Carrer de Roger de Flor, 57-59, Barcelona",True,41.3931189,2.1798597,08013,El Fort Pienc,Eixample
L´APE REGINA,"Carrer de Bruniquer, 26, 08012 Barcelona, Spain",4.9,0,1,1,1,0,1,1,0,1,1,434.0,"Carrer de Bruniquer, 26, Barcelona",,41.40457809999999,2.1607669,08012,Vila de Gracia,Gracia
Bar Restaurant LA CORUÑA,"C/ de la Corunya, 18, 08026 Barcelona, Spain",4.0,0,1,1,1,1,0,1,0,1,1,115.0,"Carrer de la Corunya, 18, Barcelona",,41.4083895,2.1853042,08026,Camp de l'arpa,Sant Marti
IL bar dell' amore,"Av. de Sarrià, 37, 08029 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Avinguda de Sarrià, 37, Barcelona",,41.390249,2.1444363,08029,Sarria,Sarria - Sant Gervasi
